UID,id,instructorId,termId,schoolCode,number,section,type,name,instructorName
34262-2310-75,34262,2310,75,CS,6200,01,Lecture,Information Retrieval,Nada Naji
34635-402-75,34635,402,75,CS,6220,01,Lecture,Data Mining Techniques,Virgil Pavlu
35981-3424-75,35981,3424,75,CS,6220,02,Lecture,Data Mining Techniques,Sara Arunagiri
36115-3091-75,36115,3091,75,CS,6220,03,Lecture,Data Mining Techniques,Everaldo Aguiar
34142-296-75,34142,296,75,CS,6240,01,Lecture,Parallel Data Processing,Mirek Riedewald
36025-2315-75,36025,2315,75,CS,6240,02,Lecture,Parallel Data Processing,Ming-Chuan Wu
34143-113-75,34143,113,75,CS,6350,01,Lecture,Empirical Research Methods,Timothy Bickmore
36063-113-75,36063,113,75,CS,6351,01,Lab,Lab for CS 6350,Timothy Bickmore
34834-1125-75,34834,1125,75,CS,6410,01,Lecture,Compilers,Olin Shivers III
34636-2738-75,34636,2738,75,CS,6510,01,Lecture,Advanced Software Development,Ian Gorton
36026-2738-75,36026,2738,75,CS,6510,02,Lecture,Advanced Software Development,Ian Gorton
36170-1069-75,36170,1069,75,CS,6620,01,Lecture,Fundamentals Cloud Computing,Peter Desnoyers
35406-3904-75,35406,3904,75,CS,6710,01,Lecture,Wireless Network,Aanjhan Ranganathan
33548-1248-75,33548,1248,75,CS,6740,01,Lecture,Network Security,William Robertson
35960-3136-75,35960,3136,75,CS,6750,01,Lecture,Cryptography  Comm Security,Alina Oprea
36002-3905-75,36002,3905,75,CS,6949,01,Seminar,Grad Co-op Seminar,Ethan Selinger
35677-3097-75,35677,3097,75,CS,7140,01,Lecture,Advanced Machine Learning,Jan-Willem Van De Meent
35961-2405-75,35961,2405,75,CS,7290,01,Lecture,Special Topics in Data Science,Olga Vitek
35678-3190-75,35678,3190,75,CS,7295,01,Seminar,Spec Topics Data Visualization,Michelle Borkin
35679-2604-75,35679,2604,75,CS,7485,01,Lecture,Special Topics: Formal Methods,Pete Manolios
36090-3825-75,36090,3825,75,CS,7580,01,Lecture,Special Topics Software Engr,James Knapik
36027-3296-75,36027,3296,75,CS,7680,01,Lecture,Spec Topics Computer Systems,Adrienne Slaughter
35680-3904-75,35680,3904,75,CS,7780,01,Lecture,Spec Topics Networks,Aanjhan Ranganathan
33595-1630-75,33595,1630,75,CS,7805,01,Lecture,Theory of Computation,Daniel Wichs
34835-2003-75,34835,2003,75,CS,7880,01,Lecture,Spec Topic Theory of Comp Sci,Ravi Sundaram
35722-3660-75,35722,3660,75,CS,2000,01,Lecture,Programming with Data,Benjamin Hescott
35723-3660-75,35723,3660,75,CS,2001,01,Lab,Lab for DS 2000,Benjamin Hescott
35964-3660-75,35964,3660,75,CS,2001,02,Lab,Lab for DS 2000,Benjamin Hescott
35203-80-75,35203,80,75,CS,4100,01,Lecture,Data Collection  Analysis,Martin Schedlbauer
35204-3088-75,35204,3088,75,CS,4200,01,Lecture,Information Visualization,Cody Scott
35724-3475-75,35724,3475,75,CS,4300,01,Lecture,Large-Scale Storage/Retrieval,John Rachlin
35725-1571-75,35725,1571,75,CS,4400,01,Lecture,Machine Learning/Data Mining 1,Kathleen Durant
35408-3570-75,35408,3570,75,CS,5110,01,Lecture,Intro to Data Management,Kylie Bemis
35402-3192-75,35402,3192,75,CS,5220,01,Lecture,Supervised Machine Learning,Ehsan Elhamifar
35407-402-75,35407,402,75,CS,5230,01,Lecture,Unsupervised Machine Learning,Virgil Pavlu
35452-1112-75,35452,1112,75,CS,5002,01,Lecture,Concrete Mathematics,Joseph Rushanan
35453-1787-75,35453,1787,75,CS,5004,01,Lecture,Cyberspace Programming 1,Steven Abramson
33728-3783-75,33728,3783,75,CS,5010,01,Lecture,Found of Information Assurance,Tasneem Nipplewala
36049-1787-75,36049,1787,75,CS,5040,01,Lecture,Intro Cyberspace Programming,Steven Abramson
34173-3115-75,34173,3115,75,CS,5130,01,Lecture,Computer System Security,Jose Sierra
34174-3115-75,34174,3115,75,CS,5131,01,Lab,Lab for IA 5130,Jose Sierra
33729-825-75,33729,825,75,CS,5150,01,Lecture,Network Security Practices,Kevin Amorin
34036-825-75,34036,825,75,CS,5151,01,Lab,Lab for IA 5150,Kevin Amorin
34264-1006-75,34264,1006,75,CS,5200,01,Lecture,Security Risk Mgt  Assessment,Themis Papageorge
33877-3358-75,33877,3358,75,CS,5210,01,Lecture,Information System Forensics,Elton Booker
34037-1802-75,34037,1802,75,CS,5240,01,Lecture,Cyberlaw,Kyle Courtney
34050-2692-75,34050,2692,75,CS,6120,01,Lecture,Software Security Practices,Oleh Kolesnikov
34836-2692-75,34836,2692,75,CS,6121,01,Lab,Lab for IA 6120,Oleh Kolesnikov
34148-1427-75,34148,1427,75,CS,1500,01,Lecture,Intro to Web Development,Ghita Amor-Tijani
35205-80-75,35205,80,75,CS,2000,01,Lecture,Principles Information Science,Martin Schedlbauer
33163-1679-75,33163,1679,75,CS,3500,01,Lecture,Info System Design  Dev,Jose Annunziato
33257-2348-75,33257,2348,75,CS,4300,01,Lecture,Human Computer Interaction,David Sprague
33117-113-75,33117,113,75,CS,4800,01,Lecture,Empirical Research Methods,Timothy Bickmore
33482-80-75,33482,80,75,CS,4900,01,Lecture,Information Science Sr Project,Martin Schedlbauer
32737-1239-74,32737,1239,74,CS,5006,01,Lecture,Algorithms,Leena Razzaq
32738-2694-74,32738,2694,74,CS,5006,02,Lecture,Algorithms,Joseph Buck
32739-3373-74,32739,3373,74,CS,5006,03,Lecture,Algorithms,Philip Gust
32740-320-74,32740,320,74,CS,5001,01,Lecture,Cyberspace Tech & Applications,Derek Brodeur
29915-577-69,29915,577,69,CS,1100,03,Lecture,CS  Its Applications,Karl Lieberherr
29916-1427-69,29916,1427,69,CS,1100,04,Lecture,CS  Its Applications,Ghita Amor-Tijani
29917-1679-69,29917,1679,69,CS,1100,05,Lecture,CS  Its Applications,Jose Annunziato
29918-577-69,29918,577,69,CS,1100,06,Lecture,CS  Its Applications,Karl Lieberherr
30799-3423-69,30799,3423,69,CS,1100,07,Lecture,CS  Its Applications,Vidoje Mihajlovikj
31049-2348-69,31049,2348,69,CS,1100,08,Lecture,CS  Its Applications,David Sprague
31571-577-69,31571,577,69,CS,1100,11,Lecture,CS  Its Applications,Karl Lieberherr
31572-1427-69,31572,1427,69,CS,1100,12,Lecture,CS  Its Applications,Ghita Amor-Tijani
31573-1679-69,31573,1679,69,CS,1100,13,Lecture,CS  Its Applications,Jose Annunziato
31574-577-69,31574,577,69,CS,1100,14,Lecture,CS  Its Applications,Karl Lieberherr
31575-3423-69,31575,3423,69,CS,1100,15,Lecture,CS  Its Applications,Vidoje Mihajlovikj
31576-2348-69,31576,2348,69,CS,1100,16,Lecture,CS  Its Applications,David Sprague
31577-577-69,31577,577,69,CS,1100,19,Lecture,CS  Its Applications,Karl Lieberherr
31578-1427-69,31578,1427,69,CS,1100,20,Lecture,CS  Its Applications,Ghita Amor-Tijani
31579-1679-69,31579,1679,69,CS,1100,21,Lecture,CS  Its Applications,Jose Annunziato
31580-577-69,31580,577,69,CS,1100,22,Lecture,CS  Its Applications,Karl Lieberherr
31582-3423-69,31582,3423,69,CS,1100,23,Lecture,CS  Its Applications,Vidoje Mihajlovikj
31585-2348-69,31585,2348,69,CS,1100,24,Lecture,CS  Its Applications,David Sprague
29488-2413-69,29488,2413,69,CS,1200,02,Lecture,CS/IS Overview 1,Prajna Kulkarni
29487-3665-69,29487,3665,69,CS,1200,03,Lecture,CS/IS Overview 1,Megan Giordano
29486-3472-69,29486,3472,69,CS,1200,04,Lecture,CS/IS Overview 1,Susan Loffredo
30466-3472-69,30466,3472,69,CS,1200,05,Lecture,CS/IS Overview 1,Susan Loffredo
30505-2302-69,30505,2302,69,CS,1200,06,Lecture,CS/IS Overview 1,Jessica Speece
30749-2413-69,30749,2413,69,CS,1200,07,Lecture,CS/IS Overview 1,Prajna Kulkarni
30750-2302-69,30750,2302,69,CS,1200,08,Lecture,CS/IS Overview 1,Jessica Speece
30800-3463-69,30800,3463,69,CS,1200,09,Lecture,CS/IS Overview 1,Margaret Whitehead
30905-3665-69,30905,3665,69,CS,1200,10,Lecture,CS/IS Overview 1,Megan Giordano
30990-3659-69,30990,3659,69,CS,1200,11,Lecture,CS/IS Overview 1,Amy Carmack
31183-2301-69,31183,2301,69,CS,1200,12,Lecture,CS/IS Overview 1,Jonathan Lee
31184-3463-69,31184,3463,69,CS,1200,13,Lecture,CS/IS Overview 1,Margaret Whitehead
31185-2302-69,31185,2302,69,CS,1200,14,Lecture,CS/IS Overview 1,Jessica Speece
31186-3746-69,31186,3746,69,CS,1200,15,Lecture,CS/IS Overview 1,Alexandra Ressing
31187-2413-69,31187,2413,69,CS,1200,16,Lecture,CS/IS Overview 1,Prajna Kulkarni
31188-3746-69,31188,3746,69,CS,1200,17,Lecture,CS/IS Overview 1,Alexandra Ressing
31581-3665-69,31581,3665,69,CS,1200,18,Lecture,CS/IS Overview 1,Megan Giordano
31583-2301-69,31583,2301,69,CS,1200,19,Lecture,CS/IS Overview 1,Jonathan Lee
31584-3746-69,31584,3746,69,CS,1200,20,Lecture,CS/IS Overview 1,Alexandra Ressing
32011-3463-69,32011,3463,69,CS,1200,21,Lecture,CS/IS Overview 1,Margaret Whitehead
32012-3746-69,32012,3746,69,CS,1200,22,Lecture,CS/IS Overview 1,Alexandra Ressing
32013-3463-69,32013,3463,69,CS,1200,23,Lecture,CS/IS Overview 1,Margaret Whitehead
32014-3665-69,32014,3665,69,CS,1200,24,Lecture,CS/IS Overview 1,Megan Giordano
30631-2306-69,30631,2306,69,CS,1210,01,Lecture,CS/IS Overview 2: Co-op Prep,Jennifer Shire
30632-300-69,30632,300,69,CS,1210,02,Lecture,CS/IS Overview 2: Co-op Prep,Melissa Peikin
31182-3530-69,31182,3530,69,CS,1210,03,Lecture,CS/IS Overview 2: Co-op Prep,Nathanael Lash
30991-2257-69,30991,2257,69,CS,1210,04,Lecture,CS/IS Overview 2: Co-op Prep,Yasmil Montes
31001-2306-69,31001,2306,69,CS,1210,05,Lecture,CS/IS Overview 2: Co-op Prep,Jennifer Shire
31189-3530-69,31189,3530,69,CS,1210,06,Lecture,CS/IS Overview 2: Co-op Prep,Nathanael Lash
31286-3559-69,31286,3559,69,CS,1210,08,Lecture,CS/IS Overview 2: Co-op Prep,Priyanka Bishnoi
31586-3621-69,31586,3621,69,CS,1210,10,Lecture,CS/IS Overview 2: Co-op Prep,Brianne McDonough
32015-3559-69,32015,3559,69,CS,1210,11,Lecture,CS/IS Overview 2: Co-op Prep,Priyanka Bishnoi
32016-3621-69,32016,3621,69,CS,1210,12,Lecture,CS/IS Overview 2: Co-op Prep,Brianne McDonough
29494-2309-69,29494,2309,69,CS,1800,01,Lecture,Discrete Structures,Kevin Gold
29493-453-69,29493,453,69,CS,1800,02,Lecture,Discrete Structures,Javed Aslam
31054-402-69,31054,402,69,CS,1800,03,Lecture,Discrete Structures,Virgil Pavlu
32017-2003-69,32017,2003,69,CS,1802,01,Seminar,Seminar for CS 1800,Ravi Sundaram
32018-3666-69,32018,3666,69,CS,1802,02,Seminar,Seminar for CS 1800,Michael Shah
32019-2003-69,32019,2003,69,CS,1802,03,Seminar,Seminar for CS 1800,Ravi Sundaram
32020-3311-69,32020,3311,69,CS,1802,04,Seminar,Seminar for CS 1800,Walter Schnyder
32021-3666-69,32021,3666,69,CS,1802,05,Seminar,Seminar for CS 1800,Michael Shah
32022-3666-69,32022,3666,69,CS,1802,06,Seminar,Seminar for CS 1800,Michael Shah
32023-3311-69,32023,3311,69,CS,1802,07,Seminar,Seminar for CS 1800,Walter Schnyder
32024-2003-69,32024,2003,69,CS,1802,08,Seminar,Seminar for CS 1800,Ravi Sundaram
32025-3311-69,32025,3311,69,CS,1802,09,Seminar,Seminar for CS 1800,Walter Schnyder
32026-2003-69,32026,2003,69,CS,1802,10,Seminar,Seminar for CS 1800,Ravi Sundaram
32027-3438-69,32027,3438,69,CS,1802,11,Seminar,Seminar for CS 1800,Or Beit Aharon
32028-3666-69,32028,3666,69,CS,1802,12,Seminar,Seminar for CS 1800,Michael Shah
32029-2309-69,32029,2309,69,CS,1802,13,Seminar,Seminar for CS 1800,Kevin Gold
32030-3666-69,32030,3666,69,CS,1802,14,Seminar,Seminar for CS 1800,Michael Shah
32031-3438-69,32031,3438,69,CS,1802,15,Seminar,Seminar for CS 1800,Or Beit Aharon
32034-1571-69,32034,1571,69,CS,1802,16,Seminar,Seminar for CS 1800,Kathleen Durant
32035-402-69,32035,402,69,CS,1802,18,Seminar,Seminar for CS 1800,Virgil Pavlu
32036-3666-69,32036,3666,69,CS,1802,19,Seminar,Seminar for CS 1800,Michael Shah
32037-402-69,32037,402,69,CS,1802,20,Seminar,Seminar for CS 1800,Virgil Pavlu
32038-3311-69,32038,3311,69,CS,1802,21,Seminar,Seminar for CS 1800,Walter Schnyder
32039-2309-69,32039,2309,69,CS,1802,22,Seminar,Seminar for CS 1800,Kevin Gold
32040-3438-69,32040,3438,69,CS,1802,23,Seminar,Seminar for CS 1800,Or Beit Aharon
32041-2309-69,32041,2309,69,CS,1802,24,Seminar,Seminar for CS 1800,Kevin Gold
32042-1571-69,32042,1571,69,CS,1802,25,Seminar,Seminar for CS 1800,Kathleen Durant
32043-1571-69,32043,1571,69,CS,1802,26,Seminar,Seminar for CS 1800,Kathleen Durant
32044-3438-69,32044,3438,69,CS,1802,27,Seminar,Seminar for CS 1800,Or Beit Aharon
32045-402-69,32045,402,69,CS,1802,29,Seminar,Seminar for CS 1800,Virgil Pavlu
32046-1571-69,32046,1571,69,CS,1802,30,Seminar,Seminar for CS 1800,Kathleen Durant
32047-2309-69,32047,2309,69,CS,1802,31,Seminar,Seminar for CS 1800,Kevin Gold
32048-402-69,32048,402,69,CS,1802,32,Seminar,Seminar for CS 1800,Virgil Pavlu
29492-1567-69,29492,1567,69,CS,2500,01,Lecture,Fundamentals of Computer Sci 1,Benjamin Lerner
29491-1567-69,29491,1567,69,CS,2500,02,Lecture,Fundamentals of Computer Sci 1,Benjamin Lerner
29986-1007-69,29986,1007,69,CS,2500,03,Lecture,Fundamentals of Computer Sci 1,Alan Mislove
30400-1665-69,30400,1665,69,CS,2500,04,Lecture,Fundamentals of Computer Sci 1,Christopher Wilson
30633-2310-69,30633,2310,69,CS,2500,05,Lecture,Fundamentals of Computer Sci 1,Nada Naji
30634-3130-69,30634,3130,69,CS,2500,06,Lecture,Fundamentals of Computer Sci 1,Byron Wallace
30635-2563-69,30635,2563,69,CS,2500,07,Lecture,Fundamentals of Computer Sci 1,Matthias Felleisen
29335-3270-69,29335,3270,69,CS,2501,01,Lab,Lab for CS 2500,Rebecca MacKenzie
29651-3270-69,29651,3270,69,CS,2501,02,Lab,Lab for CS 2500,Rebecca MacKenzie
29652-3270-69,29652,3270,69,CS,2501,04,Lab,Lab for CS 2500,Rebecca MacKenzie
29279-1239-69,29279,1239,69,CS,2510,01,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
30972-1239-69,30972,1239,69,CS,2510,02,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
31587-2969-69,31587,2969,69,CS,2510,03,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
29235-2348-69,29235,2348,69,CS,2800,01,Lecture,Logic and Computation,David Sprague
29734-2348-69,29734,2348,69,CS,2801,01,Lab,Lab for CS 2800,David Sprague
29906-2348-69,29906,2348,69,CS,2801,02,Lab,Lab for CS 2800,David Sprague
30506-2348-69,30506,2348,69,CS,2801,03,Lab,Lab for CS 2800,David Sprague
32049-2348-69,32049,2348,69,CS,2801,04,Lab,Lab for CS 2800,David Sprague
29479-1427-69,29479,1427,69,CS,3200,01,Lecture,Database Design,Ghita Amor-Tijani
31588-3475-69,31588,3475,69,CS,3200,02,Lecture,Database Design,John Rachlin
29485-2749-69,29485,2749,69,CS,3500,01,Lecture,Object-Oriented Design,Amit Shesh
29482-2969-69,29482,2969,69,CS,3500,02,Lecture,Object-Oriented Design,Clark Freifeld
31589-2969-69,31589,2969,69,CS,3500,03,Lecture,Object-Oriented Design,Clark Freifeld
32408-3423-69,32408,3423,69,CS,3500,04,Lecture,Object-Oriented Design,Vidoje Mihajlovikj
30636-2382-69,30636,2382,69,CS,3520,01,Lecture,Programming in C++,Seth Cooper
30906-2398-69,30906,2398,69,CS,3650,01,Lecture,Computer Systems,Nathaniel Tuck
31190-2398-69,31190,2398,69,CS,3650,02,Lecture,Computer Systems,Nathaniel Tuck
31590-3666-69,31590,3666,69,CS,3650,03,Lecture,Computer Systems,Michael Shah
30907-1570-69,30907,1570,69,CS,3700,01,Lecture,Networks  Distributed Systems,David Choffnes
29480-3660-69,29480,3660,69,CS,3800,01,Lecture,Theory of Computation,Benjamin Hescott
31391-515-69,31391,515,69,CS,3800,02,Lecture,Theory of Computation,William Clinger
30491-3129-69,30491,3129,69,CS,4100,01,Lecture,Artificial Intelligence,Christopher Amato
31700-2299-69,31700,2299,69,CS,4120,01,Lecture,Natural Language Processing,Lu Wang
30219-2749-69,30219,2749,69,CS,4300,01,Lecture,Computer Graphics,Amit Shesh
29653-737-69,29653,737,69,CS,4400,01,Lecture,Programming Languages,Eliyahu Barzilay
29478-2099-69,29478,2099,69,CS,4500,01,Lecture,Software Development,Michael Weintraub
31372-2099-69,31372,2099,69,CS,4500,02,Lecture,Software Development,Michael Weintraub
32050-1679-69,32050,1679,69,CS,4500,03,Lecture,Software Development,Jose Annunziato
32051-2398-69,32051,2398,69,CS,4550,01,Lecture,Web Development,Nathaniel Tuck
31768-1525-69,31768,1525,69,CS,4610,01,Lecture,Robotic Science and Systems,Robert Platt
29072-2748-69,29072,2748,69,CS,4700,01,Lecture,Network Fundamentals,Cristina Nita-Rotaru
29907-709-69,29907,709,69,CS,4740,01,Lecture,Network Security,Guevara Noubir
29654-3438-69,29654,3438,69,CS,4800,01,Lecture,Algorithms  Data,Or Beit Aharon
31191-3311-69,31191,3311,69,CS,4800,02,Lecture,Algorithms  Data,Walter Schnyder
31315-1239-69,31315,1239,69,CS,5001,01,Lecture,Intensive Foundations of CS,Leena Razzaq
32369-834-69,32369,834,69,CS,5001,02,Lecture,Intensive Foundations of CS,Therapon Skoteiniotis
32483-3373-69,32483,3373,69,CS,5001,03,Lecture,Intensive Foundations of CS,Philip Gust
31316-3311-69,31316,3311,69,CS,5002,01,Lecture,Discrete and Data Structures,Walter Schnyder
32425-3296-69,32425,3296,69,CS,5002,02,Lecture,Discrete and Data Structures,Adrienne Slaughter
32425-3159-69,32425,3159,69,CS,5002,02,Lecture,Discrete and Data Structures,Marlin Eller
32484-3373-69,32484,3373,69,CS,5002,03,Lecture,Discrete and Data Structures,Philip Gust
31614-1239-69,31614,1239,69,CS,5003,01,Recitation/Discussion,Recitation for CS 5001,Leena Razzaq
32370-834-69,32370,834,69,CS,5003,02,Recitation/Discussion,Recitation for CS 5001,Therapon Skoteiniotis
32371-3293-69,32371,3293,69,CS,5003,03,Recitation/Discussion,Recitation for CS 5001,Maria Zontak
32485-3373-69,32485,3373,69,CS,5003,04,Recitation/Discussion,Recitation for CS 5001,Philip Gust
30007-723-69,30007,723,69,CS,5010,01,Lecture,Programming Design Paradigm,Mitchell Wand
30962-723-69,30962,723,69,CS,5010,02,Lecture,Programming Design Paradigm,Mitchell Wand
30768-515-69,30768,515,69,CS,5010,03,Lecture,Programming Design Paradigm,William Clinger
32446-3296-69,32446,3296,69,CS,5010,04,Lecture,Programming Design Paradigm,Adrienne Slaughter
32446-2738-69,32446,2738,69,CS,5010,04,Lecture,Programming Design Paradigm,Ian Gorton
32446-3293-69,32446,3293,69,CS,5010,04,Lecture,Programming Design Paradigm,Maria Zontak
32486-3691-69,32486,3691,69,CS,5010,05,Lecture,Programming Design Paradigm,Edward Katz
29803-723-69,29803,723,69,CS,5011,01,Recitation/Discussion,Recitation For CS 5010,Mitchell Wand
29871-723-69,29871,723,69,CS,5011,02,Recitation/Discussion,Recitation For CS 5010,Mitchell Wand
29885-723-69,29885,723,69,CS,5011,03,Recitation/Discussion,Recitation For CS 5010,Mitchell Wand
29749-723-69,29749,723,69,CS,5011,04,Recitation/Discussion,Recitation For CS 5010,Mitchell Wand
32448-3296-69,32448,3296,69,CS,5011,05,Recitation/Discussion,Recitation For CS 5010,Adrienne Slaughter
32448-2738-69,32448,2738,69,CS,5011,05,Recitation/Discussion,Recitation For CS 5010,Ian Gorton
32448-3293-69,32448,3293,69,CS,5011,05,Recitation/Discussion,Recitation For CS 5010,Maria Zontak
32448-2906-69,32448,2906,69,CS,5011,05,Recitation/Discussion,Recitation For CS 5010,Tamara Bonaci
32447-3296-69,32447,3296,69,CS,5011,06,Recitation/Discussion,Recitation For CS 5010,Adrienne Slaughter
32447-2738-69,32447,2738,69,CS,5011,06,Recitation/Discussion,Recitation For CS 5010,Ian Gorton
32447-3293-69,32447,3293,69,CS,5011,06,Recitation/Discussion,Recitation For CS 5010,Maria Zontak
32447-2906-69,32447,2906,69,CS,5011,06,Recitation/Discussion,Recitation For CS 5010,Tamara Bonaci
32487-3691-69,32487,3691,69,CS,5011,07,Recitation/Discussion,Recitation For CS 5010,Edward Katz
30292-2770-69,30292,2770,69,CS,5100,01,Lecture,Fndtns Artificial Intellegence,Stacy Marsella
29853-1679-69,29853,1679,69,CS,5200,01,Lecture,Database Management Sys,Jose Annunziato
30963-3664-69,30963,3664,69,CS,5200,02,Lecture,Database Management Sys,Nathaniel Derbinsky
32373-2386-69,32373,2386,69,CS,5200,03,Lecture,Database Management Sys,Bruce Chhay
32488-3373-69,32488,3373,69,CS,5200,04,Lecture,Database Management Sys,Philip Gust
32227-2749-69,32227,2749,69,CS,5310,01,Lecture,Computer Graphics,Amit Shesh
32374-3293-69,32374,3293,69,CS,5330,01,Lecture,Pattern Recogn  Comput Vision,Maria Zontak
31769-1525-69,31769,1525,69,CS,5335,01,Lecture,Robotic Science and Systems,Robert Platt
31192-3666-69,31192,3666,69,CS,5340,01,Lecture,Computer/Human Interaction,Michael Shah
29758-737-69,29758,737,69,CS,5400,01,Lecture,Principles of Programming Lang,Eliyahu Barzilay
30225-3108-69,30225,3108,69,CS,5500,01,Lecture,Managing Software Development,Frank Tip
31270-2099-69,31270,2099,69,CS,5500,02,Lecture,Managing Software Development,Michael Weintraub
32434-2693-69,32434,2693,69,CS,5500,03,Lecture,Managing Software Development,John Ewart
32375-3296-69,32375,3296,69,CS,5520,01,Lecture,Mobile Application Development,Adrienne Slaughter
29854-2113-69,29854,2113,69,CS,5600,01,Lecture,Computer Systems,Kapil Arya
30794-1069-69,30794,1069,69,CS,5600,02,Lecture,Computer Systems,Peter Desnoyers
32424-2290-69,32424,2290,69,CS,5600,03,Lecture,Computer Systems,Vinayak Rao
30662-1679-69,30662,1679,69,CS,5610,01,Lecture,Web Development,Jose Annunziato
29852-2748-69,29852,2748,69,CS,5700,01,Lecture,Fundamentals - Computer Netwkg,Cristina Nita-Rotaru
32372-1803-69,32372,1803,69,CS,5700,02,Lecture,Fundamentals - Computer Netwkg,Zhifeng Sun
30271-925-69,30271,925,69,CS,5770,01,Lecture,Software Vulnerabilities,Engin Kirda
29856-593-69,29856,593,69,CS,5800,01,Lecture,Algorithms,Rajmohan Rajaraman
32337-3438-69,32337,3438,69,CS,5800,02,Lecture,Algorithms,Or Beit Aharon
32376-3090-69,32376,3090,69,CS,5800,03,Lecture,Algorithms,Hosung Song
32379-1247-69,32379,1247,69,CS,5800,04,Lecture,Algorithms,Thomas Wahl
32377-3629-69,32377,3629,69,CS,5850,01,Lecture,Building Game Engines,Michael Gourlay
31615-2299-69,31615,2299,69,CS,6120,01,Lecture,Natural Language Processing,Lu Wang
30094-3192-69,30094,3192,69,CS,6140,01,Lecture,Machine Learning,Ehsan Elhamifar
32418-2405-69,32418,2405,69,CS,6140,02,Lecture,Machine Learning,Olga Vitek
30492-2310-69,30492,2310,69,CS,6200,01,Lecture,Information Retrieval,Nada Naji
31355-2310-69,31355,2310,69,CS,6200,02,Lecture,Information Retrieval,Nada Naji
32426-3628-69,32426,3628,69,CS,6200,03,Lecture,Information Retrieval,Raman Chandrasekar
30661-3664-69,30661,3664,69,CS,6220,01,Lecture,Data Mining Techniques,Nathaniel Derbinsky
32479-3091-69,32479,3091,69,CS,6220,02,Lecture,Data Mining Techniques,Everaldo Aguiar
30259-296-69,30259,296,69,CS,6240,01,Lecture,Parallel Data Processing,Mirek Riedewald
30902-1498-69,30902,1498,69,CS,6240,02,Lecture,Parallel Data Processing,Jan Vitek
32480-2906-69,32480,2906,69,CS,6410,01,Lecture,Compilers,Tamara Bonaci
32378-2738-69,32378,2738,69,CS,6650,01,Lecture,Scalable Distributed Systems,Ian Gorton
30224-709-69,30224,709,69,CS,6740,01,Lecture,Network Security,Guevara Noubir
31398-1671-69,31398,1671,69,CS,7180,01,Lecture,Spec Top - Artif Intelligence,David Smith
32350-296-69,32350,296,69,CS,7290,02,Lecture,Special Topics in Data Science,Mirek Riedewald
32350-3684-69,32350,3684,69,CS,7290,02,Lecture,Special Topics in Data Science,Wolfgang Gatterbauer
32652-3088-69,32652,3088,69,CS,7295,01,Seminar,Spec Topics Data Visualization,Cody Scott
31193-1125-69,31193,1125,69,CS,7480,01,Lecture,Spec Topics: Programming Lang,Olin Shivers III
30660-532-69,30660,532,69,CS,7600,01,Lecture,Intensive Computer Systems,Gene Cooperman
32579-3483-69,32579,3483,69,CS,7775,01,Seminar,Seminar in Computer Security,Long Lu
29851-2337-69,29851,2337,69,CS,7800,01,Lecture,Advanced Algorithms,Jonathan Ullman
32517-1630-69,32517,1630,69,CS,7810,01,Lecture,Foundations of Cryptography,Daniel Wichs
32003-1771-69,32003,1771,69,CS,7880,01,Lecture,Spec Topic Theory of Comp Sci,Emanuele Viola
31695-80-69,31695,80,69,CS,4100,01,Lecture,Data Collection  Analysis,Martin Schedlbauer
32052-3190-69,32052,3190,69,CS,4200,01,Lecture,Information Visualization,Michelle Borkin
32053-1571-69,32053,1571,69,CS,4400,01,Lecture,Machine Learning/Data Mining 1,Kathleen Durant
32344-3423-69,32344,3423,69,CS,5010,01,Lecture,Intro to Programming for DS,Vidoje Mihajlovikj
32353-2878-69,32353,2878,69,CS,5020,01,Lecture,Intro Linear Algebra  Prob,Seyhmus Guler
32345-3570-69,32345,3570,69,CS,5110,01,Lecture,Intro to Data Management,Kylie Bemis
32006-2405-69,32006,2405,69,CS,5220,01,Lecture,Supervised Machine Learning,Olga Vitek
32409-3664-69,32409,3664,69,CS,5230,01,Lecture,Unsupervised Machine Learning,Nathaniel Derbinsky
30108-1006-69,30108,1006,69,CS,5010,01,Lecture,Found of Information Assurance,Themis Papageorge
30152-320-69,30152,320,69,CS,5010,02,Lecture,Found of Information Assurance,Derek Brodeur
30402-1112-69,30402,1112,69,CS,5120,01,Lecture,Applied Cryptography,Joseph Rushanan
30402-1006-69,30402,1006,69,CS,5120,01,Lecture,Applied Cryptography,Themis Papageorge
30109-3115-69,30109,3115,69,CS,5130,01,Lecture,Computer System Security,Jose Sierra
30109-1006-69,30109,1006,69,CS,5130,01,Lecture,Computer System Security,Themis Papageorge
31802-3115-69,31802,3115,69,CS,5131,01,Lab,Lab for IA 5130,Jose Sierra
31802-1006-69,31802,1006,69,CS,5131,01,Lab,Lab for IA 5130,Themis Papageorge
30515-825-69,30515,825,69,CS,5150,01,Lecture,Network Security Practices,Kevin Amorin
30516-825-69,30516,825,69,CS,5151,01,Lab,Lab for IA 5150,Kevin Amorin
30110-1006-69,30110,1006,69,CS,5200,01,Lecture,Security Risk Mgt  Assessment,Themis Papageorge
30403-3358-69,30403,3358,69,CS,5210,01,Lecture,Information System Forensics,Elton Booker
30403-1006-69,30403,1006,69,CS,5210,01,Lecture,Information System Forensics,Themis Papageorge
